Full, log(Age), M,log(Teff),Mbol, Mv,(U-B)o,(B-V)o,(V-R)o,(V-I)o,(V-J)o
7.800,4896,0.7500,3.653,6.71,7.29,0.86,1.11,0.69,1.24,2.02,
7.800,4897,0.8000,3.674,6.37,6.80,0.73,1.02,0.61,1.12,1.82,
7.800,4898,0.8500,3.694,6.06,6.37,0.60,0.94,0.54,1.01,1.63,
7.800,4899,0.9000,3.714,5.75,5.96,0.47,0.86,0.49,0.91,1.47,
7.800,4900,0.9500,3.730,5.48,5.64,0.36,0.80,0.45,0.84,1.35,
7.800,4901,1.0000,3.745,5.22,5.33,0.26,0.74,0.41,0.78,1.25,
7.800,4902,1.0500,3.757,4.98,5.07,0.18,0.69,0.39,0.74,1.17,
7.800,4903,1.1000,3.769,4.74,4.81,0.12,0.65,0.37,0.70,1.09,
7.800,4904,1.1500,3.783,4.44,4.48,0.05,0.59,0.34,0.65,1.00,
7.800,4905,1.2000,3.797,4.14,4.16,-0.01,0.53,0.32,0.61,0.91,
7.800,4906,1.2500,3.807,3.93,3.94,-0.03,0.50,0.30,0.57,0.86,
7.800,4907,1.3000,3.817,3.72,3.72,-0.05,0.46,0.28,0.54,0.80,
7.800,4908,1.3500,3.827,3.54,3.54,-0.06,0.43,0.26,0.50,0.74,
7.800,4909,1.4000,3.836,3.37,3.36,-0.07,0.39,0.24,0.47,0.68,
7.800,4910,1.4500,3.846,3.19,3.18,-0.07,0.36,0.22,0.44,0.63,
7.800,4911,1.5000,3.856,3.02,3.00,-0.06,0.33,0.20,0.40,0.57,
7.800,4912,1.5500,3.867,2.86,2.84,-0.05,0.30,0.18,0.35,0.50,
7.800,4913,1.6000,3.879,2.71,2.68,-0.02,0.26,0.15,0.30,0.43,
7.800,4914,1.7000,3.902,2.42,2.39,0.04,0.20,0.10,0.20,0.30,
7.800,4915,1.8000,3.922,2.16,2.15,0.06,0.14,0.07,0.12,0.18,
7.800,4916,1.9000,3.941,1.92,1.95,0.05,0.10,0.04,0.07,0.10,
7.800,4917,2.0000,3.957,1.69,1.76,0.03,0.06,0.02,0.03,0.04,
7.800,4918,2.1000,3.972,1.48,1.61,0.00,0.02,0.00,0.00,-0.01,
7.800,4919,2.2000,3.987,1.26,1.45,-0.04,0.00,-0.01,-0.02,-0.05,
7.800,4920,2.3000,4.000,1.08,1.33,-0.08,-0.02,-0.01,-0.04,-0.08,
7.800,4921,2.4000,4.013,0.89,1.20,-0.12,-0.04,-0.02,-0.05,-0.10,
7.800,4922,2.5000,4.026,0.70,1.08,-0.16,-0.05,-0.02,-0.06,-0.13,
7.800,4923,2.6000,4.036,0.55,0.97,-0.19,-0.06,-0.03,-0.07,-0.15,
7.800,4924,2.7000,4.046,0.39,0.87,-0.22,-0.07,-0.03,-0.08,-0.17,
7.800,4925,2.8000,4.057,0.23,0.76,-0.25,-0.08,-0.04,-0.09,-0.19,
7.800,4926,2.9000,4.067,0.07,0.66,-0.28,-0.09,-0.04,-0.09,-0.20,
7.800,4927,3.0000,4.077,-0.09,0.55,-0.32,-0.10,-0.04,-0.10,-0.22,
7.800,4928,3.1500,4.088,-0.27,0.43,-0.35,-0.11,-0.04,-0.10,-0.24,
7.800,4929,3.3000,4.100,-0.46,0.30,-0.38,-0.11,-0.05,-0.11,-0.25,
7.800,4930,3.4500,4.111,-0.64,0.18,-0.41,-0.12,-0.05,-0.11,-0.27,
7.800,4931,3.6000,4.121,-0.83,0.05,-0.44,-0.12,-0.05,-0.12,-0.28,
7.800,4932,3.7500,4.132,-1.03,-0.09,-0.47,-0.13,-0.05,-0.12,-0.29,
7.800,4933,3.9000,4.142,-1.23,-0.23,-0.49,-0.13,-0.05,-0.13,-0.31,
7.800,4934,4.0500,4.151,-1.41,-0.36,-0.52,-0.14,-0.05,-0.14,-0.32,
7.800,4935,4.2000,4.158,-1.57,-0.47,-0.54,-0.14,-0.05,-0.14,-0.33,
7.800,4936,4.3500,4.166,-1.72,-0.58,-0.55,-0.14,-0.06,-0.14,-0.34,
7.800,4937,4.5000,4.173,-1.88,-0.70,-0.57,-0.15,-0.06,-0.15,-0.35,
7.800,4938,4.6500,4.179,-2.05,-0.83,-0.58,-0.15,-0.06,-0.15,-0.35,
7.800,4939,4.8000,4.185,-2.22,-0.97,-0.60,-0.16,-0.06,-0.15,-0.36,
7.800,4940,4.9500,4.190,-2.40,-1.12,-0.61,-0.16,-0.06,-0.16,-0.37,
7.800,4941,5.1000,4.195,-2.56,-1.25,-0.62,-0.17,-0.07,-0.16,-0.38,
7.800,4942,5.2500,4.197,-2.71,-1.39,-0.62,-0.17,-0.07,-0.16,-0.38,
7.800,4943,5.4000,4.199,-2.87,-1.54,-0.63,-0.17,-0.07,-0.16,-0.38,
7.800,4944,5.5500,4.200,-3.03,-1.69,-0.63,-0.17,-0.07,-0.16,-0.38,
7.800,4945,5.7000,4.197,-3.20,-1.89,-0.63,-0.17,-0.07,-0.16,-0.38,
7.800,4946,5.8500,4.192,-3.39,-2.10,-0.63,-0.17,-0.07,-0.15,-0.37,
7.800,4947,6.0000,4.179,-3.59,-2.38,-0.61,-0.16,-0.06,-0.14,-0.35,
7.800,4948,6.1500,4.166,-3.77,-2.63,-0.58,-0.16,-0.05,-0.14,-0.34,
7.800,4949,6.2240,4.160,-3.87,-2.77,-0.58,-0.16,-0.05,-0.13,-0.33,
7.800,4950,6.2624,4.186,-3.99,-2.74,-0.63,-0.17,-0.06,-0.15,-0.36,
7.800,4951,6.2689,4.208,-4.08,-2.70,-0.67,-0.18,-0.07,-0.16,-0.39,
7.800,4952,6.2701,4.222,-4.15,-2.68,-0.69,-0.19,-0.07,-0.17,-0.41,
7.800,4953,6.2707,4.201,-4.01,-2.67,-0.65,-0.18,-0.07,-0.16,-0.38,
7.800,4954,6.2708,4.192,-3.99,-2.70,-0.64,-0.17,-0.06,-0.15,-0.37,
7.800,4955,6.2712,4.170,-4.02,-2.87,-0.60,-0.16,-0.06,-0.14,-0.34,
7.800,4956,6.2716,4.149,-4.07,-3.03,-0.57,-0.15,-0.05,-0.13,-0.31,
7.800,4957,6.2720,4.128,-4.10,-3.19,-0.53,-0.14,-0.04,-0.11,-0.28,
7.800,4958,6.2724,4.106,-4.12,-3.33,-0.49,-0.13,-0.04,-0.10,-0.25,
7.800,4959,6.2728,4.084,-4.13,-3.46,-0.44,-0.12,-0.03,-0.08,-0.22,
7.800,4960,6.2731,4.069,-4.14,-3.54,-0.40,-0.12,-0.03,-0.07,-0.19,
7.800,4961,6.2735,4.044,-4.13,-3.66,-0.33,-0.10,-0.02,-0.05,-0.15,
7.800,4962,6.2739,4.017,-4.12,-3.78,-0.26,-0.09,-0.01,-0.04,-0.11,
7.800,4963,6.2743,3.986,-4.10,-3.90,-0.16,-0.07,-0.01,-0.01,-0.04,
7.800,4964,6.2747,3.950,-4.07,-4.01,-0.03,-0.03,0.01,0.03,0.04,
7.800,4965,6.2750,3.920,-4.04,-4.08,0.07,0.01,0.04,0.08,0.14,
7.800,4966,6.2752,3.897,-4.01,-4.09,0.14,0.07,0.06,0.14,0.24,
7.800,4967,6.2754,3.872,-3.98,-4.08,0.19,0.14,0.11,0.22,0.38,
7.800,4968,6.2756,3.842,-3.94,-4.04,0.21,0.27,0.17,0.33,0.55,
7.800,4969,6.2758,3.809,-3.90,-3.95,0.22,0.42,0.25,0.49,0.77,
7.800,4970,6.2760,3.770,-3.84,-3.82,0.27,0.63,0.36,0.69,1.05,
7.800,4971,6.2761,3.747,-3.80,-3.72,0.38,0.75,0.41,0.77,1.21,
7.800,4972,6.2762,3.724,-3.76,-3.61,0.54,0.87,0.46,0.86,1.38,
7.800,4973,6.2763,3.703,-3.71,-3.48,0.72,0.99,0.50,0.95,1.54,
7.800,4974,6.2765,3.679,-3.59,-3.23,0.95,1.12,0.56,1.05,1.75,
7.800,4975,6.2766,3.662,-3.48,-3.02,1.12,1.20,0.60,1.13,1.90,
7.800,4976,6.2769,3.636,-3.67,-3.02,1.42,1.33,0.68,1.27,2.16,
7.800,4977,6.2771,3.621,-3.93,-3.13,1.60,1.42,0.73,1.37,2.33,
7.800,4978,6.2773,3.613,-4.12,-3.25,1.67,1.46,0.76,1.43,2.42,
7.800,4979,6.2777,3.608,-4.28,-3.35,1.71,1.49,0.78,1.46,2.48,
7.800,4980,6.2785,3.600,-4.47,-3.46,1.76,1.52,0.81,1.53,2.57,
7.800,4981,6.2793,3.594,-4.64,-3.57,1.79,1.53,0.83,1.59,2.65,
7.800,4982,6.2801,3.588,-4.81,-3.68,1.80,1.54,0.85,1.65,2.72,
7.800,4983,6.2822,3.583,-4.96,-3.79,1.81,1.55,0.86,1.70,2.78,
7.800,4984,6.2827,3.583,-4.98,-3.80,1.82,1.55,0.87,1.71,2.78,
7.800,4985,6.2977,3.591,-4.77,-3.67,1.80,1.54,0.84,1.63,2.69,
7.800,4986,6.3077,3.600,-4.52,-3.52,1.77,1.52,0.81,1.53,2.57,
7.800,4987,6.3177,3.611,-4.29,-3.39,1.70,1.48,0.77,1.45,2.45,
7.800,4988,6.3277,3.618,-4.13,-3.31,1.64,1.44,0.74,1.39,2.36,
7.800,4989,6.3561,3.634,-3.98,-3.31,1.48,1.36,0.69,1.29,2.18,
7.800,4990,6.3677,3.641,-4.03,-3.42,1.39,1.32,0.66,1.24,2.11,
7.800,4991,6.3762,3.662,-4.19,-3.72,1.18,1.22,0.60,1.13,1.91,
7.800,4992,6.3799,3.690,-4.29,-3.99,0.88,1.07,0.53,1.01,1.66,
7.800,4993,6.3813,3.711,-4.32,-4.12,0.68,0.95,0.49,0.92,1.48,
7.800,4994,6.3848,3.742,-4.35,-4.25,0.43,0.78,0.42,0.79,1.25,
7.800,4995,6.3879,3.753,-4.36,-4.30,0.36,0.72,0.39,0.75,1.17,
7.800,4996,6.3979,3.731,-4.34,-4.22,0.51,0.84,0.44,0.84,1.33,
7.800,4997,6.4279,3.707,-4.38,-4.16,0.72,0.98,0.50,0.94,1.51,
7.800,4998,6.4529,3.670,-4.35,-3.93,1.10,1.19,0.58,1.10,1.84,
7.800,4999,6.4629,3.649,-4.26,-3.71,1.33,1.29,0.64,1.20,2.04,
7.800,5000,6.4772,3.632,-4.21,-3.52,1.52,1.37,0.69,1.30,2.20,
7.800,5001,6.4976,3.615,-4.36,-3.51,1.67,1.46,0.75,1.41,2.40,
7.800,5002,6.5002,3.605,-4.55,-3.59,1.74,1.50,0.79,1.49,2.51,
7.800,5003,6.5003,3.604,-4.57,-3.60,1.75,1.51,0.79,1.49,2.53,
7.800,5004,6.5037,3.597,-4.73,-3.68,1.78,1.53,0.82,1.56,2.62,
7.800,5005,6.5052,3.590,-4.89,-3.79,1.80,1.54,0.84,1.63,2.69,
7.800,5006,6.5070,3.584,-5.05,-3.89,1.82,1.55,0.86,1.70,2.77,
7.800,5007,6.5089,3.577,-5.22,-3.98,1.83,1.56,0.88,1.77,2.85,
7.800,5008,6.5107,3.569,-5.38,-4.01,1.83,1.57,0.92,1.89,3.00,
7.800,5009,6.5122,3.560,-5.55,-3.97,1.82,1.57,0.98,2.07,3.21,
7.800,5010,6.5134,3.550,-5.71,-3.90,1.81,1.58,1.04,2.27,3.45,
7.800,5011,6.5146,3.542,-5.91,-3.86,1.78,1.59,1.10,2.45,3.70,
7.800,5012,6.5152,3.535,-6.09,-3.77,1.70,1.60,1.16,2.61,4.01,
7.800,5013,6.5153,3.534,-6.11,-3.75,1.69,1.60,1.17,2.64,4.05,
7.700,5014,0.6000,3.585,7.81,8.89,1.15,1.38,0.89,1.74,2.66,
7.700,5015,0.6500,3.608,7.43,8.38,1.04,1.31,0.82,1.53,2.49,
7.700,5016,0.7000,3.632,7.06,7.80,0.97,1.21,0.76,1.38,2.24,
7.700,5017,0.7500,3.653,6.71,7.29,0.86,1.11,0.69,1.24,2.02,
7.700,5018,0.8000,3.674,6.37,6.80,0.73,1.02,0.61,1.12,1.82,
7.700,5019,0.8500,3.694,6.06,6.37,0.60,0.94,0.54,1.01,1.63,
7.700,5020,0.9000,3.714,5.75,5.97,0.47,0.86,0.49,0.91,1.47,
7.700,5021,0.9500,3.730,5.48,5.64,0.36,0.80,0.45,0.84,1.35,
7.700,5022,1.0000,3.745,5.22,5.34,0.26,0.74,0.41,0.78,1.25,
7.700,5023,1.0500,3.757,4.98,5.07,0.18,0.69,0.39,0.74,1.17,
7.700,5024,1.1000,3.768,4.74,4.81,0.12,0.65,0.37,0.70,1.09,
7.700,5025,1.1500,3.783,4.44,4.49,0.05,0.59,0.34,0.65,1.00,
7.700,5026,1.2000,3.797,4.14,4.16,-0.01,0.53,0.32,0.61,0.91,
7.700,5027,1.2500,3.807,3.93,3.94,-0.03,0.50,0.30,0.57,0.86,
7.700,5028,1.3000,3.817,3.72,3.73,-0.05,0.46,0.28,0.54,0.80,
7.700,5029,1.3500,3.827,3.55,3.54,-0.06,0.43,0.26,0.50,0.74,
7.700,5030,1.4000,3.836,3.37,3.36,-0.07,0.39,0.24,0.47,0.68,
7.700,5031,1.4500,3.846,3.20,3.18,-0.07,0.36,0.22,0.44,0.63,
7.700,5032,1.5000,3.856,3.02,3.00,-0.06,0.33,0.20,0.40,0.57,
7.700,5033,1.5500,3.868,2.87,2.84,-0.05,0.30,0.18,0.35,0.50,
7.700,5034,1.6000,3.879,2.71,2.68,-0.02,0.26,0.15,0.30,0.43,
7.700,5035,1.7000,3.902,2.43,2.40,0.04,0.20,0.10,0.20,0.29,
7.700,5036,1.8000,3.922,2.17,2.16,0.06,0.14,0.07,0.12,0.18,
7.700,5037,1.9000,3.941,1.92,1.95,0.05,0.09,0.04,0.07,0.10,
7.700,5038,2.0000,3.957,1.69,1.77,0.03,0.05,0.02,0.03,0.04,
7.700,5039,2.1000,3.973,1.48,1.61,0.00,0.02,0.00,0.00,-0.01,
7.700,5040,2.2000,3.988,1.27,1.47,-0.04,0.00,-0.01,-0.02,-0.05,
7.700,5041,2.3000,4.001,1.09,1.34,-0.08,-0.02,-0.01,-0.04,-0.08,
7.700,5042,2.4000,4.014,0.90,1.22,-0.12,-0.04,-0.02,-0.05,-0.11,
7.700,5043,2.5000,4.027,0.72,1.10,-0.16,-0.05,-0.02,-0.06,-0.13,
7.700,5044,2.6000,4.037,0.56,0.99,-0.19,-0.07,-0.03,-0.07,-0.15,
7.700,5045,2.7000,4.048,0.40,0.89,-0.22,-0.08,-0.03,-0.08,-0.17,
7.700,5046,2.8000,4.058,0.25,0.78,-0.26,-0.08,-0.04,-0.09,-0.19,
7.700,5047,2.9000,4.068,0.09,0.68,-0.29,-0.09,-0.04,-0.09,-0.21,
7.700,5048,3.0000,4.079,-0.07,0.58,-0.32,-0.10,-0.04,-0.10,-0.22,
7.700,5049,3.1500,4.090,-0.25,0.46,-0.36,-0.11,-0.04,-0.11,-0.24,
7.700,5050,3.3000,4.102,-0.43,0.34,-0.39,-0.11,-0.05,-0.11,-0.26,
7.700,5051,3.4500,4.113,-0.62,0.22,-0.42,-0.12,-0.05,-0.11,-0.27,
7.700,5052,3.6000,4.124,-0.80,0.10,-0.45,-0.12,-0.05,-0.12,-0.29,
7.700,5053,3.7500,4.136,-0.99,-0.03,-0.48,-0.13,-0.05,-0.13,-0.30,
7.700,5054,3.9000,4.146,-1.18,-0.16,-0.50,-0.14,-0.05,-0.13,-0.31,
7.700,5055,4.0500,4.156,-1.36,-0.28,-0.53,-0.14,-0.05,-0.14,-0.32,
7.700,5056,4.2500,4.166,-1.56,-0.42,-0.55,-0.14,-0.06,-0.14,-0.34,
7.700,5057,4.4000,4.174,-1.71,-0.52,-0.57,-0.15,-0.06,-0.15,-0.35,
7.700,5058,4.5500,4.181,-1.87,-0.63,-0.58,-0.15,-0.06,-0.15,-0.36,
7.700,5059,4.7000,4.189,-2.02,-0.75,-0.60,-0.16,-0.06,-0.16,-0.37,
7.700,5060,4.8500,4.196,-2.18,-0.86,-0.61,-0.16,-0.07,-0.16,-0.38,
7.700,5061,5.0000,4.203,-2.35,-0.99,-0.63,-0.17,-0.07,-0.16,-0.39,
7.700,5062,5.2000,4.210,-2.53,-1.13,-0.64,-0.17,-0.07,-0.17,-0.40,
7.700,5063,5.4000,4.216,-2.71,-1.28,-0.65,-0.17,-0.07,-0.17,-0.40,
7.700,5064,5.6000,4.222,-2.91,-1.44,-0.67,-0.18,-0.07,-0.17,-0.41,
7.700,5065,5.7500,4.225,-3.06,-1.57,-0.67,-0.18,-0.07,-0.17,-0.41,
7.700,5066,5.9000,4.227,-3.22,-1.72,-0.68,-0.18,-0.07,-0.17,-0.42,
7.700,5067,6.0500,4.228,-3.37,-1.87,-0.68,-0.18,-0.07,-0.17,-0.42,
7.700,5068,6.2500,4.227,-3.56,-2.06,-0.69,-0.18,-0.07,-0.17,-0.42,
7.700,5069,6.4500,4.223,-3.76,-2.29,-0.68,-0.18,-0.07,-0.17,-0.41,
7.700,5070,6.6000,4.215,-3.92,-2.49,-0.67,-0.18,-0.07,-0.17,-0.40,
7.700,5071,6.7500,4.203,-4.09,-2.74,-0.66,-0.18,-0.07,-0.16,-0.39,
7.700,5072,6.9000,4.188,-4.29,-3.03,-0.64,-0.17,-0.06,-0.15,-0.37,
7.700,5073,6.9247,4.187,-4.32,-3.07,-0.63,-0.17,-0.06,-0.15,-0.36,
7.700,5074,6.9586,4.208,-4.43,-3.05,-0.67,-0.18,-0.07,-0.16,-0.39,
7.700,5075,6.9668,4.231,-4.51,-2.99,-0.71,-0.19,-0.07,-0.17,-0.42,
7.700,5076,6.9682,4.250,-4.59,-2.97,-0.74,-0.20,-0.08,-0.19,-0.44,
7.700,5077,6.9688,4.227,-4.46,-2.97,-0.70,-0.19,-0.07,-0.17,-0.42,
7.700,5078,6.9689,4.219,-4.44,-3.00,-0.69,-0.19,-0.07,-0.17,-0.41,
7.700,5079,6.9693,4.193,-4.47,-3.18,-0.65,-0.17,-0.06,-0.15,-0.37,
7.700,5080,6.9697,4.168,-4.52,-3.37,-0.61,-0.16,-0.05,-0.14,-0.34,
7.700,5081,6.9701,4.142,-4.55,-3.55,-0.57,-0.15,-0.05,-0.12,-0.30,
7.700,5082,6.9705,4.115,-4.57,-3.72,-0.52,-0.14,-0.04,-0.10,-0.26,
7.700,5083,6.9709,4.085,-4.57,-3.89,-0.45,-0.12,-0.03,-0.08,-0.22,
7.700,5084,6.9709,4.085,-4.57,-3.89,-0.45,-0.12,-0.03,-0.08,-0.22,
7.700,5085,6.9713,4.052,-4.57,-4.06,-0.37,-0.11,-0.02,-0.05,-0.16,
7.700,5086,6.9717,4.014,-4.55,-4.22,-0.26,-0.09,-0.01,-0.03,-0.10,
7.700,5087,6.9719,3.993,-4.54,-4.31,-0.20,-0.07,-0.01,-0.01,-0.06,
7.700,5088,6.9721,3.970,-4.52,-4.39,-0.12,-0.05,0.00,0.01,-0.01,
7.700,5089,6.9723,3.944,-4.50,-4.46,-0.03,-0.03,0.01,0.04,0.06,
7.700,5090,6.9725,3.916,-4.47,-4.52,0.08,0.02,0.04,0.09,0.16,
7.700,5091,6.9727,3.884,-4.44,-4.53,0.17,0.10,0.08,0.17,0.30,
7.700,5092,6.9729,3.846,-4.39,-4.50,0.21,0.24,0.16,0.31,0.52,
7.700,5093,6.9730,3.825,-4.37,-4.45,0.22,0.34,0.21,0.41,0.66,
7.700,5094,6.9731,3.803,-4.34,-4.39,0.23,0.46,0.27,0.52,0.82,
7.700,5095,6.9732,3.776,-4.30,-4.29,0.25,0.60,0.34,0.66,1.01,
7.700,5096,6.9733,3.746,-4.26,-4.17,0.40,0.76,0.41,0.78,1.22,
7.700,5097,6.9734,3.713,-4.20,-4.01,0.65,0.94,0.48,0.91,1.47,
7.700,5098,6.9735,3.688,-4.13,-3.82,0.89,1.08,0.54,1.02,1.68,
7.700,5099,6.9737,3.662,-3.97,-3.51,1.15,1.21,0.60,1.13,1.91,
7.700,5100,6.9738,3.652,-3.91,-3.39,1.26,1.26,0.63,1.18,2.00,
7.700,5101,6.9740,3.629,-4.07,-3.36,1.53,1.38,0.70,1.31,2.23,
7.700,5102,6.9741,3.617,-4.28,-3.45,1.65,1.44,0.75,1.40,2.37,
7.700,5103,6.9742,3.608,-4.49,-3.55,1.72,1.49,0.78,1.47,2.48,
7.700,5104,6.9744,3.600,-4.69,-3.68,1.77,1.52,0.81,1.53,2.58,
7.700,5105,6.9749,3.594,-4.86,-3.79,1.79,1.53,0.83,1.59,2.65,
7.700,5106,6.9756,3.589,-5.02,-3.91,1.80,1.54,0.84,1.64,2.71,
7.700,5107,6.9764,3.582,-5.20,-4.02,1.82,1.55,0.87,1.71,2.79,
7.700,5108,6.9782,3.575,-5.36,-4.11,1.83,1.56,0.89,1.79,2.87,
7.700,5109,6.9790,3.573,-5.40,-4.12,1.83,1.56,0.89,1.81,2.89,
7.700,5110,6.9940,3.585,-5.19,-4.03,1.82,1.55,0.86,1.69,2.76,
7.700,5111,7.0040,3.592,-4.99,-3.90,1.80,1.53,0.83,1.61,2.67,
7.700,5112,7.0140,3.598,-4.82,-3.80,1.78,1.52,0.81,1.55,2.60,
7.700,5113,7.0290,3.607,-4.65,-3.71,1.73,1.50,0.78,1.47,2.49,
7.700,5114,7.0694,3.623,-4.49,-3.72,1.62,1.43,0.73,1.35,2.30,
7.700,5115,7.0821,3.629,-4.52,-3.80,1.58,1.40,0.71,1.32,2.24,
7.700,5116,7.0958,3.648,-4.67,-4.11,1.37,1.31,0.64,1.21,2.05,
7.700,5117,7.0997,3.671,-4.78,-4.37,1.12,1.19,0.58,1.10,1.84,
7.700,5118,7.1011,3.693,-4.81,-4.53,0.87,1.06,0.53,1.00,1.63,
7.700,5119,7.1023,3.716,-4.83,-4.65,0.65,0.93,0.48,0.90,1.44,
7.700,5120,7.1036,3.737,-4.84,-4.73,0.48,0.81,0.43,0.81,1.28,
7.700,5121,7.1054,3.759,-4.85,-4.81,0.34,0.70,0.38,0.73,1.13,
7.700,5122,7.1127,3.789,-4.88,-4.91,0.27,0.52,0.30,0.58,0.90,
7.700,5123,7.1133,3.791,-4.88,-4.91,0.27,0.51,0.29,0.57,0.89,
7.700,5124,7.1283,3.764,-4.87,-4.84,0.32,0.67,0.37,0.70,1.09,
7.700,5125,7.1533,3.733,-4.88,-4.77,0.51,0.83,0.44,0.83,1.31,
7.700,5126,7.1683,3.705,-4.88,-4.65,0.76,1.00,0.50,0.95,1.54,
7.700,5127,7.1783,3.672,-4.84,-4.44,1.11,1.19,0.58,1.09,1.83,
7.700,5128,7.1883,3.645,-4.75,-4.17,1.42,1.33,0.66,1.23,2.08,
7.700,5129,7.2034,3.624,-4.68,-3.92,1.63,1.43,0.73,1.35,2.30,
7.700,5130,7.2315,3.606,-4.84,-3.88,1.75,1.50,0.79,1.48,2.51,
7.700,5131,7.2351,3.596,-5.01,-3.95,1.79,1.53,0.82,1.58,2.63,
7.700,5132,7.2351,3.596,-5.01,-3.95,1.79,1.53,0.82,1.58,2.63,
7.700,5133,7.2391,3.590,-5.17,-4.05,1.80,1.54,0.84,1.64,2.70,
7.700,5134,7.2409,3.583,-5.33,-4.15,1.82,1.55,0.86,1.71,2.78,
7.700,5135,7.2433,3.574,-5.51,-4.24,1.83,1.56,0.89,1.81,2.89,
7.700,5136,7.2457,3.567,-5.67,-4.24,1.83,1.57,0.93,1.94,3.05,
7.700,5137,7.2481,3.558,-5.84,-4.20,1.82,1.58,0.99,2.12,3.27,
7.700,5138,7.2501,3.547,-6.02,-4.13,1.80,1.59,1.06,2.34,3.53,
7.700,5139,7.2513,3.543,-6.10,-4.11,1.79,1.59,1.09,2.42,3.64,
7.600,5140,0.6000,3.585,7.81,8.89,1.15,1.38,0.89,1.74,2.66,
7.600,5141,0.6500,3.608,7.43,8.38,1.04,1.31,0.82,1.53,2.49,
7.600,5142,0.7000,3.632,7.06,7.80,0.97,1.21,0.76,1.38,2.24,
7.600,5143,0.7500,3.653,6.71,7.29,0.86,1.11,0.69,1.24,2.02,
7.600,5144,0.8000,3.674,6.37,6.80,0.73,1.02,0.61,1.12,1.82,
7.600,5145,0.8500,3.694,6.06,6.37,0.60,0.94,0.54,1.01,1.63,
7.600,5146,0.9000,3.714,5.75,5.97,0.47,0.86,0.49,0.91,1.47,
7.600,5147,0.9500,3.730,5.48,5.65,0.36,0.80,0.45,0.84,1.35,
7.600,5148,1.0000,3.745,5.22,5.34,0.26,0.74,0.41,0.78,1.25,
7.600,5149,1.0500,3.757,4.98,5.07,0.18,0.69,0.39,0.74,1.17,
7.600,5150,1.1000,3.768,4.75,4.81,0.12,0.65,0.37,0.70,1.09,
7.600,5151,1.1500,3.783,4.45,4.49,0.05,0.59,0.34,0.65,1.00,
7.600,5152,1.2000,3.797,4.15,4.16,-0.01,0.53,0.32,0.61,0.91,
7.600,5153,1.2500,3.807,3.93,3.95,-0.03,0.50,0.30,0.57,0.86,
7.600,5154,1.3000,3.817,3.72,3.73,-0.05,0.46,0.28,0.54,0.80,
7.600,5155,1.3500,3.827,3.55,3.55,-0.06,0.43,0.26,0.50,0.74,
7.600,5156,1.4000,3.836,3.37,3.37,-0.07,0.39,0.24,0.47,0.68,
7.600,5157,1.4500,3.846,3.20,3.18,-0.07,0.36,0.22,0.44,0.63,
7.600,5158,1.5000,3.856,3.02,3.01,-0.06,0.33,0.20,0.40,0.57,
7.600,5159,1.5500,3.868,2.87,2.85,-0.05,0.30,0.18,0.35,0.50,
7.600,5160,1.6000,3.879,2.71,2.69,-0.02,0.26,0.15,0.30,0.43,
7.600,5161,1.7000,3.902,2.43,2.40,0.04,0.20,0.10,0.20,0.29,
7.600,5162,1.8000,3.923,2.17,2.16,0.06,0.14,0.07,0.12,0.18,
7.600,5163,1.9000,3.941,1.92,1.96,0.05,0.09,0.04,0.07,0.10,
7.600,5164,2.0000,3.958,1.70,1.78,0.03,0.05,0.02,0.03,0.04,
7.600,5165,2.1000,3.973,1.49,1.62,0.00,0.02,0.00,0.00,-0.01,
7.600,5166,2.2000,3.988,1.28,1.47,-0.04,0.00,-0.01,-0.02,-0.05,
7.600,5167,2.3000,4.001,1.09,1.35,-0.08,-0.03,-0.01,-0.04,-0.08,
7.600,5168,2.4000,4.015,0.91,1.23,-0.12,-0.04,-0.02,-0.05,-0.11,
7.600,5169,2.5000,4.028,0.73,1.11,-0.16,-0.06,-0.02,-0.06,-0.13,
7.600,5170,2.6000,4.038,0.57,1.01,-0.19,-0.07,-0.03,-0.07,-0.15,
7.600,5171,2.7000,4.049,0.41,0.90,-0.23,-0.08,-0.03,-0.08,-0.17,
7.600,5172,2.8000,4.059,0.26,0.80,-0.26,-0.08,-0.04,-0.09,-0.19,
7.600,5173,2.9000,4.070,0.10,0.70,-0.29,-0.09,-0.04,-0.09,-0.21,
7.600,5174,3.0000,4.080,-0.05,0.60,-0.33,-0.10,-0.04,-0.10,-0.23,
7.600,5175,3.1500,4.092,-0.23,0.48,-0.36,-0.11,-0.04,-0.11,-0.24,
7.600,5176,3.3000,4.103,-0.41,0.37,-0.39,-0.11,-0.05,-0.11,-0.26,
7.600,5177,3.4500,4.115,-0.60,0.25,-0.42,-0.12,-0.05,-0.12,-0.28,
7.600,5178,3.6000,4.126,-0.78,0.13,-0.45,-0.12,-0.05,-0.12,-0.29,
7.600,5179,3.7500,4.138,-0.96,0.01,-0.48,-0.13,-0.05,-0.13,-0.30,
7.600,5180,3.9000,4.149,-1.15,-0.11,-0.51,-0.14,-0.05,-0.14,-0.32,
7.600,5181,4.0500,4.159,-1.32,-0.22,-0.53,-0.14,-0.06,-0.14,-0.33,
7.600,5182,4.2500,4.170,-1.51,-0.35,-0.56,-0.14,-0.06,-0.15,-0.34,
7.600,5183,4.4500,4.181,-1.71,-0.48,-0.58,-0.15,-0.06,-0.15,-0.36,
